"LATITUDE","LONGITUDE","GEOGRAPHY_NAME","GEOGRAPHY_NAME_TYPE","NUMERIC_VALUE","NUMERIC_VALUE_TYPE","GEOGRAPHIC_POPULATION","NUMERIC_VALUE_FOR_COLORING","OPACITY_VALUE_0_THRU_LT_1","RADIUS_VALUE_0_THRU_100","RECORD_NO","COLOR_NAME"
"40.2732810000","-96.7459540000","Beatrice city,NE","City","88.0000000000","Weather (NRP)","12300","-88",".36","1","412","YELLOW"
"37.4305990000","-120.7758990000","Delhi CDP,CA","City","31.0000000000","Weather (NRP)","12301","-31",".07","1","413","RED"
"39.1515350000","-121.5833740000","Marysville city,CA","City","19.0000000000","Weather (NRP)","12327","-19",".43","1","414","RED"
"27.7464370000","-82.7099430000","Gulfport city,FL","City","46.0000000000","Weather (NRP)","12335","-46",".62","1","415","ORANGE"
"38.8517380000","-76.8707660000","Forestville CDP,MD","City","52.0000000000","Weather (NRP)","12342","-52",".44","1","416","ORANGE"
"38.5220660000","-89.1235330000","Centralia city,IL","City","96.0000000000","Weather (NRP)","12356","-96",".12","1","417","YELLOW"
"30.6581300000","-81.4515200000","Fernandina Beach city,FL","City","21.0000000000","Weather (NRP)","12364","-21",".37","1","418","RED"
"37.6130920000","-77.4771110000","Lakeside CDP,VA","City","28.0000000000","Weather (NRP)","12374","-28",".16","1","419","RED"
"38.5540630000","-76.0771160000","Cambridge city,MD","City","9.0000000000","Weather (NRP)","12375","-9",".73","1","420","RED"
"31.4386670000","-97.7460270000","Gatesville city,TX","City","93.0000000000","Weather (NRP)","12377","-93",".21","1","421","YELLOW"
"28.6119180000","-81.2912290000","Goldenrod CDP,FL","City","58.0000000000","Weather (NRP)","12384","-58",".26","1","422","ORANGE"
"40.7637100000","-73.0197730000","Patchogue village,NY","City","19.0000000000","Weather (NRP)","12384","-19",".43","1","423","RED"
"39.4291250000","-83.8161720000","Wilmington city,OH","City","91.0000000000","Weather (NRP)","12392","-91",".27","1","424","YELLOW"
"36.3350690000","-92.3841410000","Mountain Home city,AR","City","97.0000000000","Weather (NRP)","12393","-97",".09","1","425","YELLOW"
"35.5238200000","-78.3522160000","Smithfield town,NC","City","79.0000000000","Weather (NRP)","12400","-79",".63","1","426","YELLOW"
"35.2042460000","-90.2067150000","Marion city,AR","City","22.0000000000","Weather (NRP)","12404","-22",".34","1","427","RED"
"45.0135220000","-93.0018400000","North St. Paul city,MN","City","44.0000000000","Weather (NRP)","12406","-44",".68","1","428","ORANGE"
"38.6582260000","-87.1603610000","Washington city,IN","City","79.0000000000","Weather (NRP)","12412","-79",".63","1","429","YELLOW"
"41.4550380000","-78.5201900000","St. Marys city,PA","City","77.0000000000","Weather (NRP)","12429","-77",".69","1","430","YELLOW"
"42.9239890000","-88.8455510000","Fort Atkinson city,WI","City","85.0000000000","Weather (NRP)","12443","-85",".45","1","431","YELLOW"
"36.4248320000","-99.4047260000","Woodward city,OK","City","98.0000000000","Weather (NRP)","12448","-98",".06","1","432","YELLOW"
"30.3755780000","-90.0894060000","Mandeville city,LA","City","61.0000000000","Weather (NRP)","12448","-61",".17","1","433","ORANGE"
"40.5724820000","-79.7530510000","New Kensington city,PA","City","65.0000000000","Weather (NRP)","12468","-65",".05","1","434","ORANGE"
"33.7814450000","-89.8115470000","Grenada city,MS","City","76.0000000000","Weather (NRP)","12475","-76",".72","1","435","YELLOW"
"38.3464760000","-81.7166080000","South Charleston city,WV","City","38.0000000000","Weather (NRP)","12475","-38",".86","1","436","ORANGE"
"41.3261240000","-73.0825740000","Derby city,CT","City","17.0000000000","Weather (NRP)","12485","-17",".49","1","437","RED"
"42.0492570000","-93.8725260000","Boone city,IA","City","97.0000000000","Weather (NRP)","12487","-97",".09","1","438","YELLOW"
"41.3723420000","-87.4419710000","Cedar Lake town,IN","City","74.0000000000","Weather (NRP)","12491","-74",".78","1","439","YELLOW"
"41.6000360000","-87.6904550000","Markham city,IL","City","70.0000000000","Weather (NRP)","12493","-70",".90","1","440","YELLOW"
"38.3847840000","-75.1480090000","Ocean Pines CDP,MD","City","35.0000000000","Weather (NRP)","12499","-35",".95","1","441","ORANGE"
"34.0311550000","-117.3131820000","Grand Terrace city,CA","City","3.0000000000","Weather (NRP)","12510","-3",".91","1","442","RED"
"42.1345300000","-83.2351390000","Woodhaven city,MI","City","65.0000000000","Weather (NRP)","12518","-65",".05","1","443","ORANGE"
"41.2390870000","-89.9256600000","Kewanee city,IL","City","98.0000000000","Weather (NRP)","12547","-98",".06","1","444","YELLOW"
"34.1551760000","-117.3477210000","Muscoy CDP,CA","City","3.0000000000","Weather (NRP)","12562","-3",".91","1","445","RED"
"39.1206620000","-88.5508590000","Effingham city,IL","City","83.0000000000","Weather (NRP)","12563","-83",".51","1","446","YELLOW"
"35.0755050000","-81.6576500000","Gaffney city,SC","City","92.0000000000","Weather (NRP)","12582","-92",".24","1","447","YELLOW"
"32.5123400000","-92.1510700000","West Monroe city,LA","City","20.0000000000","Weather (NRP)","12583","-20",".40","1","448","RED"
"28.2148450000","-82.7216380000","Elfers CDP,FL","City","88.0000000000","Weather (NRP)","12600","-88",".36","1","449","YELLOW"
"33.5468470000","-86.5714480000","Leeds city,AL","City","40.0000000000","Weather (NRP)","12600","-40",".80","1","450","ORANGE"
"40.7657220000","-72.8367220000","Mastic Beach CDP,NY","City","6.0000000000","Weather (NRP)","12610","-6",".82","1","451","RED"
"41.9272990000","-80.5683820000","Conneaut city,OH","City","48.0000000000","Weather (NRP)","12613","-48",".56","1","452","ORANGE"
"26.1593180000","-80.1393500000","Wilton Manors city,FL","City","57.0000000000","Weather (NRP)","12630","-57",".29","1","453","ORANGE"
"41.3921230000","-81.5346800000","Bedford city,OH","City","63.0000000000","Weather (NRP)","12631","-63",".11","1","454","ORANGE"
"33.5399140000","-86.6590820000","Irondale city,AL","City","39.0000000000","Weather (NRP)","12637","-39",".83","1","455","ORANGE"
"45.5189290000","-123.0509700000","Cornelius city,OR","City",".0000000000","Weather (NRP)","12638","0",".99","1","456","RED"
"33.8906400000","-84.1368720000","Lilburn city,GA","City","74.0000000000","Weather (NRP)","12644","-74",".78","1","457","YELLOW"
"29.5828450000","-95.7561620000","Richmond city,TX","City","76.0000000000","Weather (NRP)","12646","-76",".72","1","458","YELLOW"
"33.8100660000","-85.7552170000","Jacksonville city,AL","City","10.0000000000","Weather (NRP)","12651","-10",".70","1","459","RED"
"41.1249790000","-88.8295920000","Streator city,IL","City","80.0000000000","Weather (NRP)","12653","-80",".60","1","460","YELLOW"
"32.2026030000","-95.8307990000","Athens city,TX","City","78.0000000000","Weather (NRP)","12664","-78",".66","1","461","YELLOW"
"41.9277900000","-72.6516160000","Windsor Locks CDP,CT","City","30.0000000000","Weather (NRP)","12671","-30",".10","1","462","RED"
"35.1429590000","-118.4460360000","Tehachapi city,CA","City","35.0000000000","Weather (NRP)","12680","-35",".95","1","463","ORANGE"
"32.9336160000","-111.5235850000","Coolidge city,AZ","City","70.0000000000","Weather (NRP)","12685","-70",".90","1","464","YELLOW"
"30.2549920000","-94.2079630000","Lumberton city,TX","City","61.0000000000","Weather (NRP)","12692","-61",".17","1","465","ORANGE"
"35.6594350000","-101.4023600000","Borger city,TX","City","92.0000000000","Weather (NRP)","12698","-92",".24","1","466","YELLOW"
"31.9000000000","-81.3109610000","Richmond Hill city,GA","City","12.0000000000","Weather (NRP)","12720","-12",".64","1","467","RED"
"32.5095570000","-96.7839920000","Red Oak city,TX","City","87.0000000000","Weather (NRP)","12724","-87",".39","1","468","YELLOW"
"31.2444740000","-90.4715930000","McComb city,MS","City","36.0000000000","Weather (NRP)","12725","-36",".92","1","469","ORANGE"
"26.2796450000","-98.3574570000","La Homa CDP,TX","City","17.0000000000","Weather (NRP)","12729","-17",".49","1","470","RED"
"36.5974860000","-86.5266210000","Portland city,TN","City","75.0000000000","Weather (NRP)","12729","-75",".75","1","471","YELLOW"
"41.6063220000","-81.4680280000","Wickliffe city,OH","City","75.0000000000","Weather (NRP)","12743","-75",".75","1","472","YELLOW"
"38.7266130000","-90.3871810000","St. Ann city,MO","City","60.0000000000","Weather (NRP)","12744","-60",".20","1","473","ORANGE"
"39.8649730000","-105.0153400000","Federal Heights city,CO","City","41.0000000000","Weather (NRP)","12745","-41",".77","1","474","ORANGE"
"33.8134890000","-84.2418500000","Clarkston city,GA","City","46.0000000000","Weather (NRP)","12750","-46",".62","1","475","ORANGE"
"30.2331510000","-85.8771160000","Panama City Beach city,FL","City","71.0000000000","Weather (NRP)","12751","-71",".87","1","476","YELLOW"
"30.6354180000","-81.5695840000","Yulee CDP,FL","City","24.0000000000","Weather (NRP)","12754","-24",".28","1","477","RED"
"40.1047080000","-84.6214500000","Greenville city,OH","City","69.0000000000","Weather (NRP)","12766","-69",".93","1","478","YELLOW"
"32.3553710000","-80.7002520000","Port Royal town,SC","City","20.0000000000","Weather (NRP)","12770","-20",".40","1","479","RED"
"42.0974890000","-76.0633760000","Endicott village,NY","City","58.0000000000","Weather (NRP)","12771","-58",".26","1","480","ORANGE"
"40.5303330000","-81.4802540000","Dover city,OH","City","79.0000000000","Weather (NRP)","12774","-79",".63","1","481","YELLOW"
"38.8551460000","-91.9508020000","Fulton city,MO","City","32.0000000000","Weather (NRP)","12779","-32",".04","1","482","RED"
"29.9607680000","-93.9617900000","Port Neches city,TX","City","25.0000000000","Weather (NRP)","12782","-25",".25","1","483","RED"
"42.8634880000","-76.9827220000","Geneva city,NY","City","83.0000000000","Weather (NRP)","12787","-83",".51","1","484","YELLOW"
"41.6426950000","-87.6356400000","Riverdale village,IL","City","68.0000000000","Weather (NRP)","12793","-68",".96","1","485","YELLOW"
"32.8955470000","-97.5392300000","Azle city,TX","City","28.0000000000","Weather (NRP)","12796","-28",".16","1","486","RED"
"30.2178970000","-92.3748400000","Crowley city,LA","City","75.0000000000","Weather (NRP)","12796","-75",".75","1","487","YELLOW"
"41.7534010000","-87.8269410000","Justice village,IL","City","56.0000000000","Weather (NRP)","12800","-56",".32","1","488","ORANGE"
"32.5513000000","-96.8543880000","Glenn Heights city,TX","City","73.0000000000","Weather (NRP)","12802","-73",".81","1","489","YELLOW"
"44.4620200000","-89.5379710000","Plover village,WI","City","84.0000000000","Weather (NRP)","12803","-84",".48","1","490","YELLOW"
"39.9851930000","-76.8306540000","Weigelstown CDP,PA","City","21.0000000000","Weather (NRP)","12812","-21",".37","1","491","RED"
"37.7983890000","-89.0306500000","Herrin city,IL","City","98.0000000000","Weather (NRP)","12827","-98",".06","1","492","YELLOW"
"33.9945230000","-118.1499520000","Commerce city,CA","City","9.0000000000","Weather (NRP)","12830","-9",".73","1","493","RED"
"33.6034290000","-86.4937860000","Moody city,AL","City","37.0000000000","Weather (NRP)","12840","-37",".89","1","494","ORANGE"
"36.6835270000","-79.8636470000","Martinsville city,VA","City","90.0000000000","Weather (NRP)","12852","-90",".30","1","495","YELLOW"
"40.9038140000","-72.8858800000","Ridge CDP,NY","City","9.0000000000","Weather (NRP)","12854","-9",".73","1","496","RED"
"39.2158540000","-84.5144460000","Finneytown CDP,OH","City","57.0000000000","Weather (NRP)","12856","-57",".29","1","497","ORANGE"
"33.4917820000","-80.8673880000","Orangeburg city,SC","City","89.0000000000","Weather (NRP)","12861","-89",".33","1","498","YELLOW"
"41.6478780000","-80.1474380000","Meadville city,PA","City","81.0000000000","Weather (NRP)","12864","-81",".57","1","499","YELLOW"
"41.2647540000","-75.8865740000","Kingston borough,PA","City","13.0000000000","Weather (NRP)","12873","-13",".61","1","500","RED"
"29.1662110000","-81.0055230000","South Daytona city,FL","City","8.0000000000","Weather (NRP)","12879","-8",".76","1","501","RED"
"39.2237700000","-121.0521640000","Grass Valley city,CA","City","1.0000000000","Weather (NRP)","12891","-1",".97","1","502","RED"
"42.4630480000","-96.4132480000","South Sioux City city,NE","City","64.0000000000","Weather (NRP)","12896","-64",".08","1","503","ORANGE"
"34.7119310000","-111.9941440000","Verde Village CDP,AZ","City","65.0000000000","Weather (NRP)","12903","-65",".05","1","504","ORANGE"
"28.4052410000","-97.7489430000","Beeville city,TX","City","89.0000000000","Weather (NRP)","12912","-89",".33","1","505","YELLOW"
"39.6697420000","-84.2554900000","West Carrollton city,OH","City","45.0000000000","Weather (NRP)","12913","-45",".65","1","506","ORANGE"
"38.9655930000","-76.8775160000","New Carrollton city,MD","City","47.0000000000","Weather (NRP)","12935","-47",".59","1","507","ORANGE"
"39.1150930000","-93.2024690000","Marshall city,MO","City","93.0000000000","Weather (NRP)","12949","-93",".21","1","508","YELLOW"
"31.9827160000","-81.2302750000","Georgetown CDP,GA","City","14.0000000000","Weather (NRP)","12951","-14",".58","1","509","RED"
"42.6755650000","-73.1181140000","North Adams city,MA","City","55.0000000000","Weather (NRP)","12959","-55",".35","1","510","ORANGE"
"36.0311070000","-120.1161740000","Avenal city,CA","City","83.0000000000","Weather (NRP)","12961","-83",".51","1","511","YELLOW"
"39.1821420000","-84.6066180000","Monfort Heights CDP,OH","City","66.0000000000","Weather (NRP)","12962","-66",".02","1","512","ORANGE"
"25.8399080000","-80.2388520000","Gladeview CDP,FL","City","60.0000000000","Weather (NRP)","12977","-60",".20","1","513","ORANGE"
"43.3864700000","-72.3344960000","Claremont city,NH","City","77.0000000000","Weather (NRP)","12977","-77",".69","1","514","YELLOW"
"26.5392840000","-81.8993920000","Cypress Lake CDP,FL","City","31.0000000000","Weather (NRP)","12978","-31",".07","1","515","RED"
"37.8204590000","-96.8616030000","El Dorado city,KS","City","99.0000000000","Weather (NRP)","12988","-99",".03","1","516","YELLOW"
"32.6619360000","-97.2662350000","Forest Hill city,TX","City","30.0000000000","Weather (NRP)","12994","-30",".10","1","517","RED"
"33.6489560000","-117.3668230000","Lakeland Village CDP,CA","City","6.0000000000","Weather (NRP)","13002","-6",".82","1","518","RED"
"30.3234480000","-89.3587900000","Bay St. Louis city,MS","City","92.0000000000","Weather (NRP)","13018","-92",".24","1","519","YELLOW"
"26.8202980000","-80.0569050000","North Palm Beach village,FL","City","51.0000000000","Weather (NRP)","13029","-51",".47","1","520","ORANGE"
"38.3712140000","-97.6605420000","McPherson city,KS","City","99.0000000000","Weather (NRP)","13054","-99",".03","1","521","YELLOW"
"41.3666370000","-85.0559260000","Auburn city,IN","City","68.0000000000","Weather (NRP)","13056","-68",".96","1","522","YELLOW"
"35.6621620000","-81.2322690000","Newton city,NC","City","16.0000000000","Weather (NRP)","13059","-16",".52","1","523","RED"
"36.2425920000","-93.1176500000","Harrison city,AR","City","93.0000000000","Weather (NRP)","13063","-93",".21","1","524","YELLOW"
"26.5505200000","-81.8678020000","Villas CDP,FL","City","32.0000000000","Weather (NRP)","13072","-32",".04","1","525","RED"
"40.8615540000","-79.8961700000","Butler city,PA","City","79.0000000000","Weather (NRP)","13092","-79",".63","1","526","YELLOW"
"45.1067370000","-93.2068340000","Mounds View city,MN","City","24.0000000000","Weather (NRP)","13094","-24",".28","1","527","RED"
"37.8176650000","-85.4553450000","Bardstown city,KT","City","73.0000000000","Weather (NRP)","13094","-73",".81","1","528","YELLOW"
"42.9237690000","-89.2225150000","Stoughton city,WI","City","45.0000000000","Weather (NRP)","13097","-45",".65","1","529","ORANGE"
"43.6287330000","-95.5997020000","Worthington city,MN","City","100.0000000000","Weather (NRP)","13105","-100",".00","1","530","YELLOW"
"41.4139840000","-75.6062530000","Dunmore borough,PA","City","21.0000000000","Weather (NRP)","13111","-21",".37","1","531","RED"
"39.9851520000","-75.8190000000","Coatesville city,PA","City","75.0000000000","Weather (NRP)","13136","-75",".75","1","532","YELLOW"
"39.6580230000","-85.1417470000","Connersville city,IN","City","93.0000000000","Weather (NRP)","13165","-93",".21","1","533","YELLOW"
"35.6015580000","-105.2211490000","Las Vegas city,NM","City","88.0000000000","Weather (NRP)","13176","-88",".36","1","534","YELLOW"
"42.4422710000","-87.8753680000","Beach Park village,IL","City","87.0000000000","Weather (NRP)","13181","-87",".39","1","535","YELLOW"
"41.4368800000","-81.5216310000","Warrensville Heights city,OH","City","62.0000000000","Weather (NRP)","13203","-62",".14","1","536","ORANGE"
"39.8695410000","-84.3254380000","Clayton city,OH","City","58.0000000000","Weather (NRP)","13205","-58",".26","1","537","ORANGE"
"40.3025600000","-88.1548800000","Rantoul village,IL","City","80.0000000000","Weather (NRP)","13218","-80",".60","1","538","YELLOW"
"41.2339780000","-80.4998200000","Sharon city,PA","City","61.0000000000","Weather (NRP)","13227","-61",".17","1","539","ORANGE"
"39.1559570000","-108.7307690000","Fruita city,CO","City","6.0000000000","Weather (NRP)","13236","-6",".82","1","540","RED"
"32.1572560000","-94.7958980000","Henderson city,TX","City","74.0000000000","Weather (NRP)","13237","-74",".78","1","541","YELLOW"
"44.3120670000","-94.4688960000","New Ulm city,MN","City","97.0000000000","Weather (NRP)","13242","-97",".09","1","542","YELLOW"
"37.3171630000","-79.2468930000","Timberlake CDP,VA","City","18.0000000000","Weather (NRP)","13247","-18",".46","1","543","RED"
"38.8601670000","-86.4895030000","Bedford city,IN","City","91.0000000000","Weather (NRP)","13272","-91",".27","1","544","YELLOW"
"29.3875650000","-95.1015430000","Santa Fe city,TX","City","15.0000000000","Weather (NRP)","13274","-15",".55","1","545","RED"
"44.3623410000","-98.2095710000","Huron city,SD","City","56.0000000000","Weather (NRP)","13282","-56",".32","1","546","ORANGE"
"36.8877170000","-94.8708940000","Miami city,OK","City","94.0000000000","Weather (NRP)","13289","-94",".18","1","547","YELLOW"
"45.3244710000","-118.0868910000","La Grande city,OR","City","28.0000000000","Weather (NRP)","13310","-28",".16","1","548","RED"
"36.2081920000","-119.0897030000","Lindsay city,CA","City","30.0000000000","Weather (NRP)","13310","-30",".10","1","549","RED"
"41.1602340000","-83.4124410000","Fostoria city,OH","City","7.0000000000","Weather (NRP)","13316","-7",".79","1","550","RED"
"33.9156180000","-84.8415560000","Dallas city,GA","City","82.0000000000","Weather (NRP)","13321","-82",".54","1","551","YELLOW"
"29.9586100000","-90.2220460000","River Ridge CDP,LA","City","54.0000000000","Weather (NRP)","13337","-54",".38","1","552","ORANGE"
"40.6219540000","-79.1552830000","Indiana borough,PA","City","92.0000000000","Weather (NRP)","13346","-92",".24","1","553","YELLOW"
"46.3552690000","-94.1983720000","Brainerd city,MN","City","73.0000000000","Weather (NRP)","13373","-73",".81","1","554","YELLOW"
"39.6662390000","-75.7066300000","Brookside CDP,DE","City","36.0000000000","Weather (NRP)","13396","-36",".92","1","555","ORANGE"
"35.2615750000","-85.1721210000","Soddy-Daisy city,TN","City","21.0000000000","Weather (NRP)","13398","-21",".37","1","556","RED"
"32.4580850000","-80.7225430000","Beaufort city,SC","City","16.0000000000","Weather (NRP)","13404","-16",".52","1","557","RED"
"33.7974810000","-83.7187280000","Monroe city,GA","City","92.0000000000","Weather (NRP)","13418","-92",".24","1","558","YELLOW"
"30.5832370000","-91.1581790000","Baker city,LA","City","22.0000000000","Weather (NRP)","13437","-22",".34","1","559","RED"
"35.1731160000","-106.6227880000","North Valley CDP,NM","City","32.0000000000","Weather (NRP)","13449","-32",".04","1","560","RED"
"30.4259140000","-88.5327330000","Moss Point city,MS","City","74.0000000000","Weather (NRP)","13451","-74",".78","1","561","YELLOW"
"34.2541180000","-116.7963780000","Big Bear City CDP,CA","City","71.0000000000","Weather (NRP)","13463","-71",".87","1","562","YELLOW"
"39.8650670000","-84.3094630000","Englewood city,OH","City","59.0000000000","Weather (NRP)","13463","-59",".23","1","563","ORANGE"
"39.0794610000","-121.5566590000","Olivehurst CDP,CA","City","29.0000000000","Weather (NRP)","13464","-29",".13","1","564","RED"
"28.8093140000","-82.5408480000","Homosassa Springs CDP,FL","City","78.0000000000","Weather (NRP)","13478","-78",".66","1","565","YELLOW"
"27.2439800000","-80.2411360000","Jensen Beach CDP,FL","City","82.0000000000","Weather (NRP)","13479","-82",".54","1","566","YELLOW"
"39.2675170000","-84.2745530000","Loveland city,OH","City","45.0000000000","Weather (NRP)","13485","-45",".65","1","567","ORANGE"
"41.4801830000","-87.7425310000","Richton Park village,IL","City","80.0000000000","Weather (NRP)","13504","-80",".60","1","568","YELLOW"
"40.3602050000","-79.9897930000","Whitehall borough,PA","City","62.0000000000","Weather (NRP)","13517","-62",".14","1","569","ORANGE"
"40.1741130000","-80.2467630000","Washington city,PA","City","87.0000000000","Weather (NRP)","13532","-87",".39","1","570","YELLOW"
"41.5169310000","-81.4948180000","Lyndhurst city,OH","City","72.0000000000","Weather (NRP)","13533","-72",".84","1","571","YELLOW"
"35.1208880000","-120.6196640000","Grover Beach city,CA","City","5.0000000000","Weather (NRP)","13535","-5",".85","1","572","RED"
"41.5741640000","-87.6892950000","Hazel Crest village,IL","City","70.0000000000","Weather (NRP)","13549","-70",".90","1","573","YELLOW"
"45.8771780000","-95.3769650000","Alexandria city,MN","City","40.0000000000","Weather (NRP)","13554","-40",".80","1","574","ORANGE"
"45.8568210000","-122.8162790000","St. Helens city,OR","City","50.0000000000","Weather (NRP)","13559","-50",".50","1","575","ORANGE"
"40.3627160000","-83.7629910000","Bellefontaine city,OH","City","94.0000000000","Weather (NRP)","13574","-94",".18","1","576","YELLOW"
"36.3395720000","-82.2378000000","Elizabethton city,TN","City","5.0000000000","Weather (NRP)","13577","-5",".85","1","577","RED"
"40.2986950000","-76.8069940000","Colonial Park CDP,PA","City","30.0000000000","Weather (NRP)","13583","-30",".10","1","578","RED"
"45.2991150000","-93.8002420000","Monticello city,MN","City","89.0000000000","Weather (NRP)","13583","-89",".33","1","579","YELLOW"
"39.4231660000","-81.4464260000","Marietta city,OH","City","61.0000000000","Weather (NRP)","13588","-61",".17","1","580","ORANGE"
"46.4761690000","-84.3705440000","Sault Ste. Marie city,MI","City","14.0000000000","Weather (NRP)","13591","-14",".58","1","581","RED"
"33.5815470000","-102.3641170000","Levelland city,TX","City","93.0000000000","Weather (NRP)","13596","-93",".21","1","582","YELLOW"
"33.9504980000","-81.0398060000","Cayce city,SC","City","14.0000000000","Weather (NRP)","13600","-14",".58","1","583","RED"
"21.4518160000","-158.1820430000","Waianae CDP,HI","City","5.0000000000","Weather (NRP)","13609","-5",".85","1","584","RED"
"27.5250500000","-82.5749640000","Palmetto city,FL","City","89.0000000000","Weather (NRP)","13611","-89",".33","1","585","YELLOW"
"43.6354280000","-72.2538370000","Lebanon city,NH","City","74.0000000000","Weather (NRP)","13623","-74",".78","1","586","YELLOW"
"41.5032400000","-73.9647350000","Beacon city,NY","City","23.0000000000","Weather (NRP)","13634","-23",".31","1","587","RED"
"40.6798540000","-76.2092100000","Pottsville city,PA","City","92.0000000000","Weather (NRP)","13648","-92",".24","1","588","YELLOW"
"33.8560350000","-87.2702680000","Jasper city,AL","City","79.0000000000","Weather (NRP)","13649","-79",".63","1","589","YELLOW"
"44.4485200000","-95.7899250000","Marshall city,MN","City","88.0000000000","Weather (NRP)","13651","-88",".36","1","590","YELLOW"
"40.1506780000","-89.3702730000","Lincoln city,IL","City","98.0000000000","Weather (NRP)","13652","-98",".06","1","591","YELLOW"
"29.8788070000","-97.6832760000","Lockhart city,TX","City","76.0000000000","Weather (NRP)","13652","-76",".72","1","592","YELLOW"
"35.9494900000","-96.0067540000","Glenpool city,OK","City","38.0000000000","Weather (NRP)","13666","-38",".86","1","593","ORANGE"
"42.0839430000","-78.4351190000","Olean city,NY","City","92.0000000000","Weather (NRP)","13670","-92",".24","1","594","YELLOW"
"28.6102150000","-81.8270860000","Groveland city,FL","City","79.0000000000","Weather (NRP)","13672","-79",".63","1","595","YELLOW"
"30.4435190000","-88.8953580000","D'Iberville city,MS","City","21.0000000000","Weather (NRP)","13673","-21",".37","1","596","RED"
"40.5642450000","-90.0407280000","Canton city,IL","City","99.0000000000","Weather (NRP)","13682","-99",".03","1","597","YELLOW"
"31.2110060000","-82.3576580000","Waycross city,GA","City","90.0000000000","Weather (NRP)","13692","-90",".30","1","598","YELLOW"
"35.6863020000","-85.7812190000","McMinnville city,TN","City","87.0000000000","Weather (NRP)","13695","-87",".39","1","599","YELLOW"
"30.6172230000","-86.9643360000","East Milton CDP,FL","City","34.0000000000","Weather (NRP)","13697","-34",".98","1","600","ORANGE"
"45.5947240000","-94.1527470000","Sauk Rapids city,MN","City","27.0000000000","Weather (NRP)","13703","-27",".19","1","601","RED"
"39.4181120000","-92.4365440000","Moberly city,MO","City","88.0000000000","Weather (NRP)","13707","-88",".36","1","602","YELLOW"
"46.2850020000","-96.0761450000","Fergus Falls city,MN","City","86.0000000000","Weather (NRP)","13707","-86",".42","1","603","YELLOW"
"34.7655420000","-77.3010350000","Piney Green CDP,NC","City","27.0000000000","Weather (NRP)","13741","-27",".19","1","604","RED"
"44.1810400000","-94.0380330000","North Mankato city,MN","City","87.0000000000","Weather (NRP)","13778","-87",".39","1","605","YELLOW"
"33.5603120000","-86.2636340000","Pell City city,AL","City","78.0000000000","Weather (NRP)","13781","-78",".66","1","606","YELLOW"
"41.9663060000","-87.9808510000","Wood Dale city,IL","City","65.0000000000","Weather (NRP)","13796","-65",".05","1","607","ORANGE"
"41.5711250000","-83.6662500000","Maumee city,OH","City","31.0000000000","Weather (NRP)","13797","-31",".07","1","608","RED"
"40.1808510000","-76.1801840000","Ephrata borough,PA","City","96.0000000000","Weather (NRP)","13810","-96",".12","1","609","YELLOW"
"41.7247780000","-87.8280050000","Hickory Hills city,IL","City","56.0000000000","Weather (NRP)","13816","-56",".32","1","610","ORANGE"
"34.5595240000","-117.9567580000","Sun Village CDP,CA","City","7.0000000000","Weather (NRP)","13819","-7",".79","1","611","RED"
"35.1465900000","-117.8693460000","California City city,CA","City","50.0000000000","Weather (NRP)","13826","-50",".50","1","612","ORANGE"
"35.4577440000","-84.6037530000","Athens city,TN","City","73.0000000000","Weather (NRP)","13851","-73",".81","1","613","YELLOW"
"33.1223190000","-86.7456440000","Calera city,AL","City","81.0000000000","Weather (NRP)","13856","-81",".57","1","614","YELLOW"
"44.4722570000","-88.0262370000","Allouez village,WI","City","36.0000000000","Weather (NRP)","13882","-36",".92","1","615","ORANGE"
"26.1089430000","-98.2461600000","Hidalgo city,TX","City","27.0000000000","Weather (NRP)","13884","-27",".19","1","616","RED"
"40.1501720000","-84.2446340000","Piqua city,OH","City","25.0000000000","Weather (NRP)","21028","-25",".25","1","1232","RED"
"39.4780030000","-76.6307960000","Cockeysville CDP,MD","City","71.0000000000","Weather (NRP)","21038","-71",".87","1","1233","YELLOW"
"36.0042060000","-96.1232750000","Sapulpa city,OK","City","38.0000000000","Weather (NRP)","21041","-38",".86","1","1234","ORANGE"
"29.8887960000","-90.0664100000","Harvey CDP,LA","City","38.0000000000","Weather (NRP)","21054","-38",".86","1","1235","ORANGE"
"30.4267250000","-87.2681140000","West Pensacola CDP,FL","City","51.0000000000","Weather (NRP)","21056","-51",".47","1","1236","ORANGE"
"42.1922160000","-122.6982500000","Ashland city,OR","City","6.0000000000","Weather (NRP)","21056","-6",".82","1","1237","RED"
"43.4241420000","-70.7578590000","Sanford city,ME","City","74.0000000000","Weather (NRP)","21073","-74",".78","1","1238","YELLOW"
"41.6987950000","-91.5968000000","Coralville city,IA","City","62.0000000000","Weather (NRP)","21103","-62",".14","1","1239","ORANGE"
"38.4260100000","-90.3693100000","Arnold city,MO","City","66.0000000000","Weather (NRP)","21146","-66",".02","1","1240","ORANGE"
"39.6103500000","-119.7770330000","Sun Valley CDP,NV","City","3.0000000000","Weather (NRP)","21159","-3",".91","1","1241","RED"
"34.9973020000","-85.2285070000","East Ridge city,TN","City","35.0000000000","Weather (NRP)","21168","-35",".95","1","1242","ORANGE"
"45.6818810000","-122.6526580000","Hazel Dell CDP,WA","City","4.0000000000","Weather (NRP)","21196","-4",".88","1","1243","RED"
